Passenger ID,Flight ID,Ticket Class,Age,Gender,Feedback Score,Check-in Luggage,Frequent Flyer
P2280,FL1595,Economy,18,Other,4,N,N
P2281,FL1920,First,20,Other,5,Y,N
P2282,FL2710,Economy,45,Male,5,Y,N
P2283,FL1546,Economy,56,Female,1,N,N
P2284,FL1978,Economy,22,Other,4,Y,N
P2285,FL2044,Economy,36,Other,5,N,N
P2286,FL2691,Economy,50,Female,5,Y,Y
P2287,FL2750,Economy,37,Other,3,N,Y
P2288,FL1759,Economy,24,Other,5,Y,N
P2289,FL1323,Business,61,Male,5,Y,N
P2290,FL1025,Business,54,Male,5,N,N
P2291,FL0940,Economy,39,Other,1,N,N
P2292,FL0506,Economy,65,Female,5,Y,Y
P2293,FL2232,Economy,43,Female,1,N,Y
P2294,FL0483,First,33,Male,5,Y,N
P2295,FL1631,Business,67,Female,2,N,N
P2296,FL0576,Economy,45,Other,1,N,N
P2297,FL1132,Economy,27,Other,2,Y,N
P2298,FL1508,Economy,66,Other,3,Y,N
P2299,FL2546,Economy,18,Female,3,N,Y
P2300,FL1337,Business,48,Female,3,N,N
P2301,FL0892,Business,63,Female,1,Y,N
P2302,FL0334,Economy,69,Male,2,Y,Y
P2303,FL2341,Economy,50,Other,5,N,N
P2304,FL0049,First,39,Other,4,Y,N
P2305,FL2020,Economy,49,Other,1,Y,Y
P2306,FL1683,Economy,21,Other,3,Y,Y
P2307,FL2862,Economy,39,Male,4,N,N
P2308,FL0950,Business,58,Other,5,N,Y
P2309,FL1836,Economy,34,Male,5,N,N
P2310,FL1654,Economy,60,Female,1,Y,N
P2311,FL0920,Economy,59,Other,5,N,N
P2312,FL2738,Business,23,Other,4,Y,Y
P2313,FL0925,Economy,55,Female,4,N,N
P2314,FL2048,Business,34,Female,1,Y,N
P2315,FL1151,Business,20,Other,3,N,N
P2316,FL0890,Business,52,Male,3,N,Y
P2317,FL1397,Business,28,Female,1,N,N
P2318,FL2391,Business,41,Other,3,N,N
P2319,FL0481,Economy,21,Female,5,N,N
P2320,FL1842,Economy,61,Other,3,N,N
P2321,FL0614,Economy,68,Female,2,Y,N
P2322,FL2362,Economy,50,Female,3,Y,N
P2323,FL2376,Economy,50,Female,4,N,N
P2324,FL0047,Business,42,Other,5,Y,N
P2325,FL2663,Business,44,Male,2,Y,N
P2326,FL2245,Economy,57,Female,4,N,N
P2327,FL1535,Economy,66,Other,2,N,Y
P2328,FL0913,Economy,55,Male,4,Y,N
P2329,FL0350,Economy,46,Male,3,Y,Y
P2330,FL2446,Economy,29,Other,1,N,N
P2331,FL2676,First,36,Male,2,Y,Y
P2332,FL0991,Economy,27,Male,5,Y,Y
P2333,FL1553,Economy,43,Other,1,N,N
P2334,FL1060,Business,61,Male,4,N,N
P2335,FL0782,Economy,52,Female,3,Y,N
P2336,FL0371,Economy,39,Male,4,Y,Y
P2337,FL1567,Business,34,Female,5,N,Y
P2338,FL1962,Business,39,Male,1,Y,N
P2339,FL2588,Business,69,Other,1,N,Y
P2340,FL1434,First,27,Other,1,N,Y
P2341,FL1819,Economy,37,Male,3,N,N
P2342,FL1965,Economy,45,Other,5,N,N
P2343,FL0113,Economy,20,Male,5,Y,Y
P2344,FL1021,Business,48,Male,1,N,N
P2345,FL1699,First,55,Other,2,N,N
P2346,FL1983,Economy,51,Female,2,Y,Y
P2347,FL0646,Business,54,Female,4,Y,N
P2348,FL0464,Economy,60,Other,4,N,N
P2349,FL1750,Economy,30,Male,5,Y,N
P2350,FL0080,Economy,62,Male,2,N,N
P2351,FL2805,Economy,19,Male,2,Y,Y
P2352,FL2004,Economy,41,Female,1,N,Y
P2353,FL2041,Economy,60,Other,1,Y,N
P2354,FL1103,Economy,26,Female,3,Y,N
P2355,FL1457,Economy,61,Other,5,N,Y
P2356,FL0700,Business,32,Other,4,Y,N
P2357,FL1400,Economy,52,Male,2,Y,N
P2358,FL1526,Economy,49,Male,2,Y,N
P2359,FL2897,Economy,45,Male,1,N,N
P2360,FL2435,Economy,26,Female,4,Y,Y
P2361,FL2719,Economy,50,Other,1,N,Y
P2362,FL1495,Economy,24,Other,4,N,N
P2363,FL1980,Economy,19,Other,2,N,Y
P2364,FL0536,Economy,53,Male,5,N,Y
P2365,FL0930,Business,54,Female,1,N,N
P2366,FL0810,Business,55,Female,5,Y,N
P2367,FL0423,Economy,58,Female,3,Y,Y
P2368,FL0865,Business,59,Female,1,N,N
P2369,FL0080,First,47,Female,4,N,N
P2370,FL0454,First,37,Male,3,N,N
P2371,FL2388,Economy,42,Male,3,Y,N
P2372,FL2235,Economy,22,Male,3,N,N
P2373,FL0966,Business,59,Female,4,N,Y
P2374,FL1057,Economy,58,Female,2,N,N
P2375,FL2551,Business,51,Female,2,N,N
P2376,FL0452,Economy,43,Other,3,Y,N
P2377,FL2771,Economy,28,Other,5,Y,N
P2378,FL0928,Economy,52,Other,1,N,Y
P2379,FL1929,Economy,44,Male,1,Y,N
P2380,FL0039,Economy,44,Other,3,N,Y
P2381,FL1701,Economy,28,Female,4,Y,Y
P2382,FL1072,Economy,20,Male,4,Y,Y
P2383,FL0347,Business,35,Other,1,Y,N
P2384,FL0608,Economy,24,Other,1,N,Y
P2385,FL0747,Economy,22,Female,4,N,N
P2386,FL0053,Business,58,Male,5,N,Y
P2387,FL2501,Business,31,Female,5,N,N
P2388,FL1255,Economy,54,Other,2,N,N
P2389,FL2804,Economy,62,Female,4,Y,N
P2390,FL1021,Business,19,Male,2,N,N
P2391,FL0670,Business,47,Other,2,N,N
P2392,FL0175,Business,27,Other,5,Y,N
P2393,FL2881,First,21,Female,3,N,N
P2394,FL2642,Economy,27,Female,5,N,Y
P2395,FL2891,Economy,34,Other,1,N,Y
P2396,FL1019,Economy,57,Female,5,Y,N
P2397,FL0251,Business,46,Female,3,Y,N
P2398,FL1253,First,61,Other,4,Y,Y
P2399,FL0869,Business,60,Other,2,N,Y
P2400,FL1921,Economy,32,Female,4,Y,Y
P2401,FL2093,Economy,32,Male,1,N,Y
P2402,FL1395,Economy,61,Male,1,Y,N
P2403,FL1734,Economy,29,Male,3,N,N
P2404,FL0089,Economy,52,Female,2,N,Y
P2405,FL0991,Economy,20,Female,1,N,Y
P2406,FL1019,Business,38,Male,1,N,N
P2407,FL1498,First,38,Other,4,Y,N
P2408,FL1093,Economy,62,Male,3,Y,Y
P2409,FL2653,Business,61,Female,3,N,N
P2410,FL0323,Economy,28,Female,3,Y,Y
P2411,FL0953,Economy,70,Male,4,Y,N
P2412,FL1022,Business,64,Female,1,N,N
P2413,FL0915,Business,37,Other,3,Y,N
P2414,FL1927,Economy,62,Female,3,N,N
P2415,FL0497,Business,43,Female,2,Y,N
P2416,FL2588,Economy,35,Female,2,Y,N
P2417,FL1764,Economy,44,Male,1,N,N
P2418,FL2934,Economy,38,Male,1,Y,N
P2419,FL0300,Economy,36,Male,1,N,N
P2420,FL2702,Economy,69,Female,4,N,N
P2421,FL0317,Economy,61,Male,4,Y,N
P2422,FL2070,Economy,66,Other,1,Y,Y
P2423,FL1166,Business,44,Other,1,Y,N
P2424,FL2458,Economy,50,Other,5,Y,N
P2425,FL0849,Economy,69,Female,1,N,N
P2426,FL2273,Economy,44,Other,4,N,Y
P2427,FL2806,Economy,44,Other,1,N,N
P2428,FL2707,Economy,39,Female,5,Y,N
P2429,FL0722,Economy,18,Female,2,N,Y
P2430,FL0008,Business,53,Male,3,N,Y
P2431,FL0792,Economy,40,Female,3,Y,N
P2432,FL0915,Business,63,Male,5,Y,Y
P2433,FL1640,Economy,51,Other,5,N,Y
P2434,FL1046,Economy,36,Other,5,Y,N
P2435,FL0326,Economy,48,Female,5,Y,N
P2436,FL1553,Economy,64,Female,4,N,Y
P2437,FL2299,Economy,49,Male,1,N,N
P2438,FL1766,Economy,60,Other,3,N,Y
P2439,FL1244,Economy,66,Male,5,Y,N
P2440,FL2687,Economy,55,Male,1,Y,Y
P2441,FL2168,Business,40,Female,3,Y,Y
P2442,FL1924,Business,48,Male,1,Y,Y
P2443,FL2029,Economy,48,Male,5,Y,N
P2444,FL0442,Economy,53,Female,2,Y,N
P2445,FL0589,Economy,21,Male,3,N,N
P2446,FL0098,Economy,39,Female,5,Y,N
P2447,FL2949,Economy,54,Other,5,Y,N
P2448,FL2032,Economy,47,Male,5,N,Y
P2449,FL1547,Economy,31,Male,2,N,Y
P2450,FL0901,Business,21,Male,1,Y,Y
P2451,FL1282,Economy,37,Other,2,Y,N
P2452,FL2925,Economy,46,Other,5,N,N
P2453,FL1112,Economy,42,Male,5,N,N
P2454,FL1472,Economy,56,Female,2,Y,N
P2455,FL1853,Business,58,Female,1,Y,Y
P2456,FL1024,Economy,32,Female,1,N,N
P2457,FL1918,Economy,24,Male,3,Y,N
P2458,FL2125,Economy,20,Female,1,Y,N
P2459,FL2077,Business,18,Female,1,N,N
P2460,FL0178,Business,69,Male,2,Y,N
P2461,FL1999,Economy,36,Female,4,Y,N
P2462,FL1564,Business,44,Male,3,Y,N
P2463,FL2505,Economy,53,Female,3,N,Y
P2464,FL0593,Economy,34,Other,5,Y,Y
P2465,FL2230,Business,30,Other,1,Y,N
P2466,FL0962,Economy,37,Female,1,Y,N
P2467,FL0451,First,20,Other,2,N,N
P2468,FL2586,Economy,25,Female,1,Y,N
P2469,FL1675,Economy,23,Male,3,N,N
P2470,FL0379,Business,54,Other,1,Y,N
P2471,FL2522,Economy,38,Female,5,Y,N
P2472,FL2975,Economy,53,Other,2,N,Y
P2473,FL0186,Economy,23,Female,1,Y,N
P2474,FL2113,Economy,53,Other,1,N,Y
P2475,FL1401,First,62,Other,2,Y,N
P2476,FL0475,Economy,55,Other,1,N,N
P2477,FL0158,Economy,44,Male,5,N,N
P2478,FL1583,Economy,36,Other,5,N,N
P2479,FL0284,Economy,24,Female,3,N,Y
P2480,FL1941,Economy,66,Male,4,N,N
P2481,FL1935,Economy,68,Male,4,N,Y
P2482,FL0880,Business,46,Female,3,N,Y
P2483,FL0941,Economy,24,Other,2,N,N
P2484,FL2519,Economy,29,Other,4,N,Y
P2485,FL1579,Economy,28,Female,4,N,Y
P2486,FL0268,Business,53,Male,3,N,N
P2487,FL1625,Economy,61,Male,1,Y,N
P2488,FL2469,Economy,39,Female,4,Y,Y
P2489,FL0926,Economy,42,Female,1,Y,Y
P2490,FL1191,First,43,Female,5,N,N
P2491,FL1551,Business,58,Other,5,N,N
P2492,FL2117,Economy,18,Other,2,N,N
P2493,FL0104,First,47,Female,1,Y,N
P2494,FL0909,Economy,38,Other,3,Y,N
P2495,FL0152,Economy,24,Male,1,N,Y
P2496,FL2882,Business,21,Male,3,Y,Y
P2497,FL0381,Economy,36,Male,3,N,N
P2498,FL1733,Economy,32,Male,2,N,N
P2499,FL2992,Economy,62,Female,3,Y,Y
P2500,FL0447,Economy,61,Male,2,Y,N
P2501,FL0006,Business,66,Male,3,Y,N
P2502,FL1656,First,31,Other,4,Y,N
P2503,FL2513,Economy,47,Male,1,N,Y
P2504,FL2327,Business,66,Female,2,N,N
P2505,FL2940,Business,30,Other,5,N,N
P2506,FL1541,Business,60,Male,5,Y,N
P2507,FL2699,Business,53,Female,1,N,N
P2508,FL0989,Economy,30,Male,4,N,N
P2509,FL0137,Economy,41,Female,5,Y,N
P2510,FL0938,Business,47,Other,2,Y,N
P2511,FL0498,Economy,39,Male,4,Y,N
P2512,FL1520,Business,43,Female,4,Y,N
P2513,FL2192,Economy,46,Male,1,N,N
P2514,FL2574,Economy,41,Female,1,Y,N
P2515,FL0973,Economy,26,Female,1,N,N
P2516,FL2389,First,41,Female,2,Y,N
P2517,FL2545,First,42,Male,1,Y,N
P2518,FL0456,Economy,65,Male,1,N,N
P2519,FL1701,Economy,55,Female,2,N,N
P2520,FL2554,Economy,23,Male,1,Y,Y
P2521,FL2755,Business,50,Male,2,N,N
P2522,FL1538,Business,57,Male,5,N,N
P2523,FL0806,Economy,31,Male,1,N,N
P2524,FL2168,Economy,61,Female,2,N,N
P2525,FL1487,First,64,Female,1,Y,Y
P2526,FL0295,Business,51,Other,2,Y,Y
P2527,FL0874,Business,51,Other,4,N,Y
P2528,FL1575,Economy,58,Other,2,Y,Y
P2529,FL1694,Economy,25,Other,4,Y,N
P2530,FL0776,Economy,58,Other,5,Y,N
P2531,FL1895,Economy,18,Male,2,Y,N
P2532,FL2730,Economy,54,Other,2,Y,N
P2533,FL0574,Business,52,Male,4,N,N
P2534,FL0717,Economy,56,Male,4,N,N
P2535,FL2559,Economy,28,Male,3,Y,N
P2536,FL1698,Business,34,Female,5,N,N
P2537,FL1018,Business,65,Other,4,N,N
P2538,FL0476,Economy,68,Male,2,Y,N
P2539,FL0100,Economy,51,Male,3,N,N
P2540,FL1368,Economy,40,Other,1,N,N
P2541,FL0684,Business,51,Female,5,Y,Y
P2542,FL1460,Economy,62,Male,1,N,N
P2543,FL0965,Economy,25,Female,2,N,N
P2544,FL0093,Economy,30,Female,5,N,Y
P2545,FL0028,Economy,38,Female,5,N,N
P2546,FL0932,Business,68,Other,2,N,N
P2547,FL2372,Economy,40,Male,5,Y,Y
P2548,FL1850,Economy,23,Male,1,N,N
P2549,FL1604,First,47,Male,2,N,Y
P2550,FL1455,Economy,59,Female,4,Y,Y
P2551,FL1495,First,36,Other,2,Y,Y
P2552,FL0060,Economy,41,Female,2,Y,N
P2553,FL2082,Economy,54,Male,3,Y,N
P2554,FL0915,First,28,Male,1,N,N
P2555,FL2137,Economy,23,Male,4,Y,N
P2556,FL1447,Business,36,Other,3,Y,Y
P2557,FL1934,Economy,22,Other,4,Y,N
P2558,FL0565,Economy,34,Other,1,N,N
P2559,FL0657,Economy,62,Female,2,N,N
P2560,FL0644,Economy,64,Female,3,N,Y
P2561,FL2906,Economy,41,Male,1,Y,N
P2562,FL2821,Economy,34,Other,2,Y,N
P2563,FL0709,Economy,21,Male,2,N,Y
P2564,FL1851,Economy,33,Female,1,Y,N
P2565,FL2167,Economy,63,Male,3,Y,N
P2566,FL2621,Economy,47,Female,2,Y,N
P2567,FL2348,Economy,53,Male,5,Y,N
P2568,FL2906,Economy,25,Female,4,N,N
P2569,FL1931,Business,37,Male,2,Y,N
P2570,FL1042,Economy,34,Male,1,N,Y
P2571,FL1602,Economy,47,Male,1,N,Y
P2572,FL1357,Economy,24,Female,1,N,N
P2573,FL0585,Economy,44,Other,2,Y,N
P2574,FL1212,Economy,40,Male,3,Y,N
P2575,FL1671,Economy,63,Female,1,Y,Y
P2576,FL0666,Business,41,Male,2,Y,Y
P2577,FL2264,First,38,Other,5,Y,N
P2578,FL2654,Economy,37,Male,3,N,N
P2579,FL2865,Business,37,Female,4,Y,N
P2580,FL2771,Economy,41,Male,1,Y,Y
P2581,FL1351,Business,70,Female,3,N,N
P2582,FL1897,Economy,52,Other,5,Y,N
P2583,FL0906,Economy,46,Female,5,Y,N
P2584,FL0082,Economy,40,Other,5,Y,N
P2585,FL2429,Economy,52,Female,1,N,N
P2586,FL0538,Economy,32,Female,3,N,N
P2587,FL1493,Economy,29,Male,3,N,N
P2588,FL1815,Economy,49,Other,5,Y,Y
P2589,FL0772,Business,55,Other,2,Y,N
P2590,FL1358,Economy,27,Female,3,N,N
P2591,FL2797,Economy,42,Male,5,N,N
P2592,FL2337,Economy,20,Male,3,Y,Y
P2593,FL0841,Economy,63,Other,5,N,Y
P2594,FL2106,Economy,47,Female,1,Y,N
P2595,FL2604,Economy,51,Other,5,Y,Y
P2596,FL2031,Economy,24,Other,1,Y,N
P2597,FL2344,Economy,58,Female,5,Y,N
P2598,FL2595,First,39,Other,4,Y,N
P2599,FL0903,Economy,61,Female,5,N,N
P2600,FL0597,Economy,64,Other,5,N,N
P2601,FL0430,Economy,67,Female,2,N,N
P2602,FL0995,Economy,54,Male,1,N,Y
P2603,FL2406,Economy,55,Other,3,N,N
P2604,FL2802,First,60,Female,3,N,Y
P2605,FL0178,Economy,55,Male,4,Y,N
P2606,FL1407,Economy,32,Female,4,N,N
P2607,FL0447,Economy,19,Other,3,Y,N
P2608,FL2672,First,31,Other,5,N,N
P2609,FL2609,Business,54,Other,1,N,N
P2610,FL2884,Business,45,Female,5,N,N
P2611,FL0914,First,49,Female,4,Y,N
P2612,FL2156,Economy,70,Male,3,Y,N
P2613,FL2841,Economy,46,Other,1,N,N
P2614,FL1589,Economy,61,Other,2,N,N
P2615,FL2630,Economy,49,Other,5,Y,N
P2616,FL0642,Economy,30,Other,5,N,Y
P2617,FL0968,First,44,Other,5,N,Y
P2618,FL2271,Economy,67,Male,2,Y,Y
P2619,FL0567,First,61,Female,3,Y,Y
P2620,FL0975,Economy,60,Other,3,Y,Y
P2621,FL1846,Economy,56,Other,1,Y,Y
P2622,FL0525,Economy,48,Female,1,N,N
P2623,FL2509,Economy,20,Other,2,N,N
P2624,FL1412,Economy,20,Male,1,Y,N
P2625,FL1927,Economy,30,Female,3,N,N
P2626,FL1477,Economy,69,Female,4,Y,N
P2627,FL0442,Economy,33,Other,5,Y,N
P2628,FL0605,Economy,64,Male,4,N,Y
P2629,FL1660,Economy,27,Male,2,Y,N
P2630,FL2590,Economy,42,Female,3,N,N
P2631,FL1445,Economy,18,Female,3,N,N
P2632,FL1394,Economy,21,Male,4,Y,N
P2633,FL1756,Economy,49,Female,5,N,N
P2634,FL0887,Economy,26,Female,4,Y,N
P2635,FL2461,Economy,61,Female,1,Y,N
P2636,FL2844,Business,33,Female,5,N,N
P2637,FL0583,First,45,Other,1,Y,N
P2638,FL0753,Economy,54,Female,3,N,N
P2639,FL1641,Economy,67,Other,1,N,N
P2640,FL1894,Economy,64,Male,3,Y,Y
P2641,FL0229,Economy,31,Female,3,Y,N
P2642,FL2455,Economy,28,Male,4,Y,N
P2643,FL2258,Economy,61,Male,2,Y,N
P2644,FL0646,Economy,42,Other,5,Y,Y
P2645,FL1382,Economy,48,Male,2,Y,N
P2646,FL0173,Business,53,Male,2,Y,N
P2647,FL1821,Business,29,Female,1,N,Y
P2648,FL2293,Economy,65,Other,5,N,N
P2649,FL2243,First,21,Female,2,Y,Y
P2650,FL2705,Economy,62,Other,1,Y,N
P2651,FL0686,Economy,54,Other,1,N,Y
P2652,FL2883,Economy,50,Other,3,Y,N
P2653,FL1109,Economy,18,Other,4,Y,N
P2654,FL1087,Economy,62,Other,3,N,Y
P2655,FL1889,Economy,53,Female,3,N,N
P2656,FL2197,Economy,46,Male,5,N,N
P2657,FL1961,Economy,67,Male,4,Y,Y
P2658,FL2519,Economy,56,Female,2,N,Y
P2659,FL2140,Economy,56,Male,5,Y,N
P2660,FL2815,Business,63,Other,4,N,Y
P2661,FL0110,Economy,30,Female,1,N,Y
P2662,FL1586,Business,43,Other,5,Y,N
P2663,FL0305,Economy,59,Female,4,N,N
P2664,FL2365,Business,58,Male,2,N,N
P2665,FL0782,Business,29,Female,2,N,Y
P2666,FL1529,Economy,35,Male,4,Y,Y
P2667,FL2474,Economy,57,Other,3,Y,N
P2668,FL0012,First,25,Female,1,N,N
P2669,FL0421,Economy,20,Female,4,Y,N
P2670,FL0225,Economy,36,Male,3,Y,Y
P2671,FL2245,Economy,64,Female,5,N,N
P2672,FL0622,Economy,36,Female,1,Y,N
P2673,FL0276,Economy,54,Male,1,N,Y
P2674,FL0435,Economy,65,Female,1,Y,Y
P2675,FL0197,Economy,60,Female,5,N,Y
P2676,FL2568,Economy,61,Other,2,Y,Y
P2677,FL2764,Economy,48,Female,5,N,Y
P2678,FL1888,Economy,59,Other,3,Y,N
P2679,FL1730,Economy,65,Female,3,N,N
P2680,FL0685,Economy,42,Other,5,N,N
P2681,FL0679,Economy,23,Female,3,Y,N
P2682,FL2945,Economy,36,Male,3,Y,N
P2683,FL0769,Economy,67,Other,2,N,N
P2684,FL1620,Business,67,Other,5,N,N
P2685,FL0472,Business,42,Male,5,N,N
P2686,FL0363,Business,47,Female,5,Y,N
P2687,FL2134,Economy,64,Female,5,Y,Y
P2688,FL2410,Economy,50,Male,2,N,N
P2689,FL0701,Economy,20,Other,3,N,Y
P2690,FL1355,Economy,57,Other,5,N,Y
P2691,FL1059,Economy,33,Female,2,N,N
P2692,FL0448,Economy,25,Male,1,N,N
P2693,FL0291,First,34,Female,4,N,N
P2694,FL0680,Economy,40,Other,4,Y,N
P2695,FL0859,Economy,60,Female,2,N,N
P2696,FL2179,Economy,66,Male,2,Y,N
P2697,FL1715,Economy,40,Other,4,Y,Y
P2698,FL1360,Economy,70,Male,5,N,N
P2699,FL2245,Business,63,Other,2,Y,N
P2700,FL1155,Economy,61,Female,5,N,N
P2701,FL1584,Economy,29,Other,2,N,N
P2702,FL1974,Business,34,Other,4,Y,Y
P2703,FL1761,Economy,29,Female,3,Y,N
P2704,FL1410,Business,57,Male,4,N,N
P2705,FL1753,Economy,50,Other,5,N,N
P2706,FL2220,Economy,48,Female,3,N,N
P2707,FL1057,Business,66,Female,1,Y,Y
P2708,FL0474,First,26,Other,5,Y,N
P2709,FL0014,Economy,56,Female,2,N,N
P2710,FL0263,First,55,Male,3,N,N
P2711,FL2114,Economy,25,Male,3,N,N
P2712,FL1961,Economy,45,Other,3,N,Y
P2713,FL0287,First,44,Other,4,Y,N
P2714,FL2873,First,21,Female,1,N,N
P2715,FL1034,Economy,38,Male,1,N,Y
P2716,FL2895,Economy,58,Female,2,Y,Y
P2717,FL1803,First,29,Other,4,Y,N
P2718,FL2604,Economy,36,Female,4,N,N
P2719,FL0257,Business,24,Male,1,Y,N
P2720,FL0059,Economy,29,Other,4,Y,N
P2721,FL1705,Economy,62,Female,3,N,N
P2722,FL1543,Economy,45,Female,3,Y,N
P2723,FL0118,Economy,53,Other,5,Y,N
P2724,FL0312,First,60,Other,5,N,N
P2725,FL0170,First,38,Other,3,N,N
P2726,FL2928,Economy,66,Female,2,Y,N
P2727,FL2182,First,46,Male,3,Y,Y
P2728,FL0325,Economy,61,Male,5,N,Y
P2729,FL0687,Economy,28,Male,2,N,N
P2730,FL2143,Economy,36,Male,4,N,N
P2731,FL0558,Economy,52,Other,3,Y,N
P2732,FL2168,Economy,42,Male,2,Y,Y
P2733,FL1979,Economy,32,Female,4,Y,N
P2734,FL0030,Economy,60,Other,2,Y,Y
P2735,FL2594,Economy,66,Other,3,N,Y
P2736,FL1742,Economy,59,Male,4,N,N
P2737,FL0150,Economy,39,Male,3,N,N
P2738,FL1925,Economy,26,Female,2,Y,Y
P2739,FL1411,Business,69,Female,1,N,N
P2740,FL1043,Economy,64,Male,3,N,N
P2741,FL1682,Economy,64,Other,2,N,N
P2742,FL1877,Economy,36,Male,1,N,N
P2743,FL2286,Economy,22,Female,5,N,N
P2744,FL1170,Economy,59,Female,2,N,N
P2745,FL1407,Economy,18,Female,3,N,N
P2746,FL1767,Economy,32,Male,2,Y,N
P2747,FL0289,First,28,Female,5,N,N
P2748,FL1906,First,46,Male,1,N,N
P2749,FL0980,Economy,34,Female,5,N,N
P2750,FL1728,Economy,49,Female,1,N,Y
P2751,FL0349,Economy,63,Male,2,Y,N
P2752,FL0119,Economy,33,Other,5,N,Y
P2753,FL1540,Economy,32,Male,3,N,N
P2754,FL0219,Economy,53,Male,1,Y,N
P2755,FL1500,Business,31,Female,3,Y,N
P2756,FL1878,Economy,58,Other,4,N,Y
P2757,FL1888,Economy,38,Female,3,N,N
P2758,FL1508,Economy,55,Other,3,N,N
P2759,FL1396,Economy,57,Other,3,N,Y
P2760,FL1404,Economy,59,Male,4,Y,N
P2761,FL2587,Economy,25,Female,5,N,N
P2762,FL1173,Business,53,Male,5,N,N
P2763,FL2825,Economy,65,Other,3,Y,N
P2764,FL0253,First,60,Other,5,Y,N
P2765,FL0305,Economy,38,Male,1,Y,Y
P2766,FL1533,Economy,63,Female,3,Y,Y
P2767,FL0838,Economy,69,Other,2,N,N
P2768,FL2552,Business,47,Male,1,Y,N
P2769,FL0233,Economy,64,Female,2,Y,N
P2770,FL0376,Business,65,Female,3,Y,N
P2771,FL0709,Economy,67,Female,2,N,N
P2772,FL0091,Economy,23,Male,1,Y,N
P2773,FL2704,Economy,48,Other,3,Y,N
P2774,FL1157,First,48,Other,3,Y,Y
P2775,FL2685,Economy,27,Female,3,N,Y
P2776,FL2268,First,23,Male,2,N,N
P2777,FL2990,First,34,Other,3,N,Y
P2778,FL0878,Economy,61,Other,4,Y,N
P2779,FL1752,Economy,23,Male,4,Y,Y
P2780,FL0527,Economy,25,Male,1,Y,N
P2781,FL2851,Business,50,Male,2,Y,Y
P2782,FL2426,Business,53,Male,2,Y,N
P2783,FL2641,Economy,22,Other,4,N,N
P2784,FL1477,Economy,25,Other,1,Y,N
P2785,FL0288,Economy,30,Female,4,Y,Y
P2786,FL0621,Economy,45,Other,4,N,Y
P2787,FL1231,First,63,Other,1,N,Y
P2788,FL2684,Economy,53,Other,1,Y,N
P2789,FL1963,Economy,38,Male,1,Y,N
P2790,FL0651,Economy,33,Female,3,N,N
P2791,FL2020,Economy,51,Female,4,N,Y
P2792,FL2931,Economy,40,Other,2,N,N
P2793,FL2675,Economy,32,Male,4,Y,Y
P2794,FL0107,Business,60,Female,5,Y,Y
P2795,FL2752,Business,67,Male,3,N,N
P2796,FL0127,First,66,Other,5,N,N
P2797,FL0843,Economy,43,Female,1,Y,N
P2798,FL2489,Economy,56,Female,4,Y,N
P2799,FL0561,First,33,Male,4,Y,Y
P2800,FL0443,Business,38,Other,1,Y,N
P2801,FL0270,Economy,21,Other,4,Y,Y
P2802,FL0886,Economy,19,Female,3,N,Y
P2803,FL2851,Economy,51,Other,2,Y,Y
P2804,FL1373,Economy,18,Other,4,Y,Y
P2805,FL1332,First,62,Male,3,N,N
P2806,FL1459,Economy,25,Male,5,Y,N
P2807,FL1724,Business,31,Female,5,Y,N
P2808,FL0964,Economy,52,Other,2,N,Y
P2809,FL2305,Business,30,Male,2,Y,Y
P2810,FL2847,Economy,34,Female,3,N,N
P2811,FL1121,Economy,65,Female,3,Y,N
P2812,FL2012,Business,26,Male,4,Y,Y
P2813,FL1364,Economy,28,Other,4,N,N
P2814,FL0500,Economy,50,Female,1,Y,Y
P2815,FL1104,Economy,23,Female,4,Y,N
P2816,FL2895,Economy,31,Other,4,Y,Y
P2817,FL2208,Economy,24,Female,4,Y,N
P2818,FL1537,Economy,51,Other,2,N,N
P2819,FL0091,Business,39,Female,3,N,N
P2820,FL1058,Economy,43,Other,2,N,N
P2821,FL1047,First,67,Male,4,N,Y
P2822,FL1094,Business,30,Female,3,N,Y
P2823,FL1385,Business,40,Other,4,N,Y
P2824,FL0946,First,23,Male,5,N,N
P2825,FL0564,Economy,67,Male,2,N,N
P2826,FL1932,First,61,Male,1,N,N
P2827,FL0851,Economy,51,Male,5,N,N
P2828,FL0227,First,38,Other,4,Y,N
P2829,FL2399,Economy,19,Other,5,Y,N
P2830,FL1478,Economy,25,Male,2,N,N
P2831,FL1064,Business,66,Male,2,N,N
P2832,FL2574,Economy,35,Male,4,N,Y
P2833,FL2831,Economy,69,Female,5,N,N
P2834,FL2361,Economy,63,Male,3,Y,N
P2835,FL1456,Economy,57,Other,4,N,N
P2836,FL1203,Economy,23,Other,4,N,N
P2837,FL0535,Economy,28,Other,1,Y,Y
P2838,FL2943,Business,59,Female,2,N,N
P2839,FL2376,Economy,36,Other,3,Y,Y
P2840,FL2762,Economy,44,Other,2,Y,N
P2841,FL1731,Economy,64,Other,5,N,N
P2842,FL2814,First,20,Male,1,N,Y
P2843,FL2279,First,24,Male,5,N,N
P2844,FL1384,Economy,22,Other,2,Y,N
P2845,FL2320,Economy,36,Male,3,Y,N
P2846,FL2610,Business,69,Male,3,N,N
P2847,FL2220,Economy,31,Female,2,N,N
P2848,FL1661,Economy,54,Other,1,Y,Y
P2849,FL0568,Economy,38,Female,3,N,N
P2850,FL1935,Economy,23,Female,5,Y,N
