Flight ID,Airline,Source,Destination,Departure Time,Arrival Time,Status,Delay (min),Aircraft Type,Date
FL0212,AeroFly,JFK,BOS,2025-04-05 22:01:36,2025-04-06 01:01:36,Delayed,60,Airbus A350,2025-04-05
FL0213,AeroFly,ATL,DEN,2024-12-14 06:26:58,2024-12-14 08:26:58,On-time,0,Airbus A320,2024-12-14
FL0214,GlobalWings,DFW,ORD,2024-12-13 11:53:27,2024-12-13 14:08:27,Delayed,15,Boeing 737,2024-12-13
FL0215,AeroFly,SEA,JFK,2025-04-04 08:06:03,2025-04-04 10:06:03,On-time,0,Airbus A320,2025-04-04
FL0216,SkyHigh,DFW,DEN,2025-01-05 00:46:27,2025-01-05 03:01:27,Delayed,15,Airbus A320,2025-01-05
FL0217,JetZoom,ORD,MIA,2025-05-21 14:39:56,2025-05-21 17:09:56,Delayed,30,Boeing 777,2025-05-21
FL0218,GlobalWings,MIA,DFW,2025-03-22 07:00:01,2025-03-22 09:30:01,Delayed,30,Boeing 777,2025-03-22
FL0219,CloudNine,DFW,DEN,2024-12-19 00:06:52,2024-12-19 02:36:52,Delayed,30,Airbus A350,2024-12-19
FL0220,SkyHigh,ORD,ATL,2024-12-30 15:37:24,2024-12-30 18:07:24,Delayed,30,Airbus A350,2024-12-30
FL0221,GlobalWings,DEN,LAX,2025-03-02 10:18:27,2025-03-02 12:33:27,Delayed,15,Boeing 737,2025-03-02
FL0222,AeroFly,MIA,LAX,2025-02-16 08:53:08,2025-02-16 10:53:08,On-time,0,Boeing 777,2025-02-16
FL0223,GlobalWings,SFO,DEN,2025-04-08 09:33:58,2025-04-08 11:33:58,On-time,0,Airbus A320,2025-04-08
FL0224,CloudNine,JFK,MIA,2025-02-26 04:22:22,2025-02-26 06:22:22,On-time,0,Embraer 190,2025-02-26
FL0225,JetZoom,LAX,SEA,2025-03-08 21:59:23,2025-03-09 00:59:23,Delayed,60,Boeing 777,2025-03-08
FL0226,CloudNine,LAX,ORD,2025-01-05 09:22:34,2025-01-05 11:22:34,On-time,0,Boeing 737,2025-01-05
FL0227,AeroFly,SEA,LAX,2024-12-08 02:00:47,2024-12-08 04:00:47,On-time,0,Embraer 190,2024-12-08
FL0228,JetZoom,SFO,SEA,2025-05-10 02:59:50,2025-05-10 04:59:50,On-time,0,Embraer 190,2025-05-10
FL0229,CloudNine,BOS,ORD,2024-11-27 11:21:11,2024-11-27 13:51:11,Delayed,30,Boeing 737,2024-11-27
FL0230,CloudNine,BOS,SFO,2024-11-28 21:23:55,2024-11-29 00:23:55,Delayed,60,Boeing 777,2024-11-28
FL0231,SkyHigh,DEN,ATL,2025-05-17 17:12:49,2025-05-17 19:12:49,On-time,0,Airbus A320,2025-05-17
FL0232,AeroFly,LAX,DEN,2025-04-10 20:07:48,2025-04-10 22:07:48,On-time,0,Boeing 777,2025-04-10
FL0233,SkyHigh,SFO,DFW,2025-02-27 20:11:16,2025-02-27 22:11:16,On-time,0,Boeing 737,2025-02-27
FL0234,CloudNine,LAX,ATL,2025-04-11 05:51:35,2025-04-11 08:06:35,Delayed,15,Embraer 190,2025-04-11
FL0235,SkyHigh,JFK,DEN,2025-01-31 02:57:45,2025-01-31 04:57:45,On-time,0,Airbus A320,2025-01-31
FL0236,GlobalWings,ATL,LAX,2025-05-08 15:41:02,2025-05-08 18:11:02,Delayed,30,Embraer 190,2025-05-08
FL0237,JetZoom,BOS,ATL,2024-12-10 01:25:56,2024-12-10 03:55:56,Delayed,30,Airbus A320,2024-12-10
FL0238,AeroFly,ORD,JFK,2025-01-24 13:19:36,2025-01-24 15:19:36,On-time,0,Airbus A320,2025-01-24
FL0239,JetZoom,MIA,DFW,2024-12-22 11:24:57,2024-12-22 13:39:57,Delayed,15,Boeing 737,2024-12-22
FL0240,SkyHigh,ORD,JFK,2024-12-20 03:40:39,2024-12-20 05:40:39,On-time,0,Airbus A320,2024-12-20
FL0241,GlobalWings,DEN,JFK,2025-04-11 18:24:02,2025-04-11 20:24:02,On-time,0,Boeing 737,2025-04-11
FL0242,JetZoom,SFO,MIA,2025-05-13 13:46:29,2025-05-13 15:46:29,On-time,0,Boeing 737,2025-05-13
FL0243,CloudNine,SEA,DEN,2025-03-14 23:36:27,2025-03-15 01:36:27,On-time,0,Boeing 737,2025-03-14
FL0244,CloudNine,MIA,ATL,2025-05-02 17:17:08,2025-05-02 20:17:08,Delayed,60,Boeing 737,2025-05-02
FL0245,GlobalWings,DFW,SEA,2025-05-15 16:19:11,2025-05-15 18:34:11,Delayed,15,Boeing 737,2025-05-15
FL0246,SkyHigh,SEA,SFO,2025-04-08 07:02:19,2025-04-08 09:02:19,On-time,0,Boeing 737,2025-04-08
FL0247,CloudNine,SEA,LAX,2025-01-13 22:00:09,2025-01-14 00:30:09,Delayed,30,Boeing 777,2025-01-13
FL0248,GlobalWings,ORD,LAX,2025-03-25 11:39:22,2025-03-25 13:39:22,On-time,0,Embraer 190,2025-03-25
FL0249,GlobalWings,MIA,DEN,2025-01-08 08:10:37,2025-01-08 10:10:37,On-time,0,Embraer 190,2025-01-08
FL0250,GlobalWings,DFW,SEA,2025-01-16 04:18:25,2025-01-16 06:18:25,On-time,0,Airbus A350,2025-01-16
FL0251,SkyHigh,LAX,MIA,2025-04-05 14:29:15,2025-04-05 16:44:15,Delayed,15,Airbus A320,2025-04-05
FL0252,CloudNine,SEA,ATL,2025-01-12 23:01:31,2025-01-13 01:01:31,On-time,0,Airbus A350,2025-01-12
FL0253,CloudNine,SFO,LAX,2025-05-06 08:35:47,2025-05-06 10:35:47,On-time,0,Boeing 777,2025-05-06
FL0254,AeroFly,DEN,ORD,2025-03-15 03:19:06,2025-03-15 05:34:06,Delayed,15,Airbus A350,2025-03-15
FL0255,SkyHigh,LAX,BOS,2024-12-13 19:04:19,2024-12-13 21:04:19,On-time,0,Boeing 737,2024-12-13
FL0256,AeroFly,ORD,MIA,2025-02-08 07:34:29,2025-02-08 09:34:29,On-time,0,Embraer 190,2025-02-08
FL0257,GlobalWings,DEN,LAX,2025-01-18 03:53:38,2025-01-18 05:53:38,On-time,0,Airbus A350,2025-01-18
FL0258,SkyHigh,DFW,BOS,2024-12-07 16:14:05,2024-12-07 18:14:05,On-time,0,Embraer 190,2024-12-07
FL0259,GlobalWings,ATL,ORD,2025-03-18 22:07:16,2025-03-19 00:22:16,Delayed,15,Airbus A320,2025-03-18
FL0260,SkyHigh,DEN,MIA,2025-03-31 12:44:54,2025-03-31 14:44:54,On-time,0,Boeing 777,2025-03-31
FL0261,GlobalWings,ATL,SFO,2025-04-11 10:20:55,2025-04-11 12:50:55,Delayed,30,Embraer 190,2025-04-11
FL0262,GlobalWings,MIA,JFK,2025-02-27 21:40:00,2025-02-27 23:55:00,Delayed,15,Boeing 777,2025-02-27
FL0263,SkyHigh,ORD,DFW,2024-12-19 23:34:01,2024-12-20 01:49:01,Delayed,15,Boeing 777,2024-12-19
FL0264,AeroFly,DEN,JFK,2025-01-04 13:40:02,2025-01-04 15:40:02,On-time,0,Airbus A320,2025-01-04
FL0265,GlobalWings,SFO,LAX,2025-04-07 19:59:34,2025-04-07 21:59:34,On-time,0,Boeing 737,2025-04-07
FL0266,SkyHigh,MIA,ATL,2025-02-20 08:34:09,2025-02-20 10:34:09,On-time,0,Airbus A350,2025-02-20
FL0267,AeroFly,ORD,DEN,2025-01-16 06:17:22,2025-01-16 08:17:22,On-time,0,Boeing 777,2025-01-16
FL0268,GlobalWings,BOS,LAX,2025-04-25 06:44:29,2025-04-25 09:14:29,Delayed,30,Airbus A320,2025-04-25
FL0269,JetZoom,BOS,JFK,2025-04-29 14:37:05,2025-04-29 16:52:05,Delayed,15,Boeing 777,2025-04-29
FL0270,CloudNine,SFO,SEA,2025-04-02 09:09:50,2025-04-02 11:24:50,Delayed,15,Airbus A350,2025-04-02
FL0271,AeroFly,ATL,MIA,2025-05-12 18:40:28,2025-05-12 20:40:28,On-time,0,Airbus A350,2025-05-12
FL0272,SkyHigh,DFW,SEA,2025-01-30 19:27:51,2025-01-30 21:27:51,On-time,0,Boeing 777,2025-01-30
FL0273,SkyHigh,ATL,SFO,2025-03-13 15:07:41,2025-03-13 19:07:41,Cancelled,120,Boeing 737,2025-03-13
FL0274,SkyHigh,ATL,DFW,2024-12-23 22:42:37,2024-12-24 01:42:37,Delayed,60,Airbus A320,2024-12-23
FL0275,AeroFly,DFW,DEN,2024-11-29 14:04:49,2024-11-29 16:04:49,On-time,0,Airbus A350,2024-11-29
FL0276,CloudNine,ORD,BOS,2024-12-22 22:29:40,2024-12-23 00:29:40,On-time,0,Airbus A320,2024-12-22
FL0277,GlobalWings,MIA,DEN,2025-04-14 10:26:37,2025-04-14 12:26:37,On-time,0,Boeing 737,2025-04-14
FL0278,CloudNine,JFK,SEA,2024-12-30 08:46:48,2024-12-30 11:46:48,Delayed,60,Boeing 777,2024-12-30
FL0279,GlobalWings,SFO,BOS,2025-04-05 13:57:05,2025-04-05 16:12:05,Delayed,15,Airbus A350,2025-04-05
FL0280,AeroFly,LAX,SFO,2025-02-06 02:29:38,2025-02-06 04:29:38,On-time,0,Boeing 777,2025-02-06
FL0281,JetZoom,BOS,SEA,2024-12-21 00:33:17,2024-12-21 03:03:17,Delayed,30,Boeing 777,2024-12-21
FL0282,SkyHigh,SFO,LAX,2025-05-04 07:22:02,2025-05-04 09:22:02,On-time,0,Embraer 190,2025-05-04
FL0283,CloudNine,MIA,LAX,2025-02-17 16:39:20,2025-02-17 18:39:20,On-time,0,Boeing 777,2025-02-17
FL0284,AeroFly,ATL,DEN,2024-11-28 22:59:10,2024-11-29 01:14:10,Delayed,15,Boeing 737,2024-11-28
FL0285,GlobalWings,LAX,MIA,2024-12-19 10:52:23,2024-12-19 12:52:23,On-time,0,Boeing 777,2024-12-19
FL0286,AeroFly,ORD,ATL,2025-05-19 16:49:20,2025-05-19 18:49:20,On-time,0,Boeing 777,2025-05-19
FL0287,JetZoom,ORD,BOS,2025-04-26 09:00:53,2025-04-26 11:15:53,Delayed,15,Boeing 737,2025-04-26
FL0288,JetZoom,SEA,BOS,2025-02-04 07:57:53,2025-02-04 10:12:53,Delayed,15,Embraer 190,2025-02-04
FL0289,CloudNine,BOS,DEN,2025-02-04 10:21:48,2025-02-04 12:51:48,Delayed,30,Boeing 777,2025-02-04
FL0290,JetZoom,SEA,LAX,2025-01-20 13:22:07,2025-01-20 15:22:07,On-time,0,Boeing 777,2025-01-20
FL0291,AeroFly,BOS,JFK,2025-02-04 20:04:35,2025-02-04 22:04:35,On-time,0,Boeing 737,2025-02-04
FL0292,AeroFly,SEA,BOS,2025-02-02 03:16:09,2025-02-02 05:16:09,On-time,0,Boeing 777,2025-02-02
FL0293,AeroFly,LAX,BOS,2025-01-13 13:58:32,2025-01-13 16:13:32,Delayed,15,Embraer 190,2025-01-13
FL0294,CloudNine,SEA,MIA,2025-01-11 05:56:11,2025-01-11 09:26:11,Cancelled,90,Boeing 737,2025-01-11
FL0295,CloudNine,BOS,ATL,2025-05-06 21:28:51,2025-05-06 23:28:51,On-time,0,Airbus A350,2025-05-06
FL0296,GlobalWings,ORD,JFK,2025-04-06 07:29:44,2025-04-06 09:29:44,On-time,0,Boeing 777,2025-04-06
FL0297,SkyHigh,MIA,ORD,2024-12-14 10:51:25,2024-12-14 12:51:25,On-time,0,Airbus A350,2024-12-14
FL0298,CloudNine,MIA,BOS,2024-12-01 07:40:43,2024-12-01 09:55:43,Delayed,15,Boeing 777,2024-12-01
FL0299,AeroFly,DFW,SFO,2024-12-31 07:46:50,2024-12-31 09:46:50,On-time,0,Boeing 777,2024-12-31
FL0300,GlobalWings,JFK,DEN,2025-02-01 23:43:36,2025-02-02 01:43:36,On-time,0,Boeing 737,2025-02-01
FL0301,GlobalWings,SFO,DFW,2025-01-22 05:49:36,2025-01-22 07:49:36,On-time,0,Embraer 190,2025-01-22
FL0302,JetZoom,DEN,LAX,2025-02-06 17:08:13,2025-02-06 19:08:13,On-time,0,Airbus A320,2025-02-06
FL0303,AeroFly,DFW,SFO,2025-03-10 14:29:48,2025-03-10 16:29:48,On-time,0,Boeing 737,2025-03-10
FL0304,AeroFly,MIA,SFO,2025-03-19 12:21:58,2025-03-19 14:36:58,Delayed,15,Boeing 777,2025-03-19
FL0305,JetZoom,MIA,LAX,2025-04-08 01:35:12,2025-04-08 03:50:12,Delayed,15,Airbus A350,2025-04-08
FL0306,GlobalWings,DEN,JFK,2025-05-06 16:55:26,2025-05-06 18:55:26,On-time,0,Airbus A320,2025-05-06
FL0307,JetZoom,DEN,SEA,2025-01-15 00:00:25,2025-01-15 02:00:25,On-time,0,Airbus A320,2025-01-15
FL0308,JetZoom,LAX,DFW,2025-04-18 05:41:33,2025-04-18 08:11:33,Delayed,30,Boeing 737,2025-04-18
FL0309,GlobalWings,MIA,BOS,2024-12-12 03:33:45,2024-12-12 05:33:45,On-time,0,Boeing 777,2024-12-12
FL0310,GlobalWings,ORD,SFO,2025-01-31 05:07:10,2025-01-31 07:07:10,On-time,0,Airbus A320,2025-01-31
FL0311,GlobalWings,ORD,SEA,2025-02-16 14:01:01,2025-02-16 16:01:01,On-time,0,Boeing 777,2025-02-16
FL0312,JetZoom,SEA,DFW,2025-01-25 03:42:02,2025-01-25 05:57:02,Delayed,15,Airbus A350,2025-01-25
FL0313,JetZoom,MIA,ATL,2025-02-02 12:54:37,2025-02-02 14:54:37,On-time,0,Airbus A350,2025-02-02
FL0314,JetZoom,DEN,SEA,2025-04-25 17:45:46,2025-04-25 19:45:46,On-time,0,Boeing 777,2025-04-25
FL0315,CloudNine,MIA,BOS,2025-05-19 08:19:46,2025-05-19 10:19:46,On-time,0,Airbus A320,2025-05-19
FL0316,JetZoom,BOS,ORD,2025-02-15 17:21:33,2025-02-15 19:51:33,Delayed,30,Boeing 737,2025-02-15
FL0317,CloudNine,DEN,MIA,2025-04-04 09:45:00,2025-04-04 12:45:00,Delayed,60,Embraer 190,2025-04-04
FL0318,SkyHigh,DFW,LAX,2025-03-31 08:38:02,2025-03-31 10:53:02,Delayed,15,Boeing 777,2025-03-31
FL0319,CloudNine,MIA,ORD,2025-01-28 04:01:13,2025-01-28 06:31:13,Delayed,30,Boeing 737,2025-01-28
FL0320,JetZoom,SEA,DEN,2025-02-01 16:56:27,2025-02-01 19:56:27,Delayed,60,Airbus A350,2025-02-01
FL0321,SkyHigh,SFO,MIA,2025-03-22 21:34:48,2025-03-22 23:34:48,On-time,0,Airbus A350,2025-03-22
FL0322,SkyHigh,DEN,ATL,2024-12-12 08:52:07,2024-12-12 10:52:07,On-time,0,Boeing 737,2024-12-12
FL0323,AeroFly,ORD,BOS,2025-03-25 09:00:07,2025-03-25 11:00:07,On-time,0,Airbus A350,2025-03-25
FL0324,JetZoom,SEA,BOS,2025-02-05 12:22:16,2025-02-05 14:37:16,Delayed,15,Boeing 737,2025-02-05
FL0325,SkyHigh,DFW,ATL,2025-04-26 23:56:05,2025-04-27 02:26:05,Delayed,30,Embraer 190,2025-04-26
FL0326,GlobalWings,MIA,SFO,2025-03-26 03:15:44,2025-03-26 05:15:44,On-time,0,Boeing 777,2025-03-26
FL0327,JetZoom,DFW,LAX,2025-01-10 13:52:41,2025-01-10 15:52:41,On-time,0,Airbus A350,2025-01-10
FL0328,GlobalWings,SEA,LAX,2025-03-28 02:30:18,2025-03-28 04:30:18,On-time,0,Airbus A350,2025-03-28
FL0329,GlobalWings,MIA,JFK,2025-02-15 18:03:37,2025-02-15 20:18:37,Delayed,15,Embraer 190,2025-02-15
FL0330,JetZoom,ORD,DFW,2025-01-11 01:21:07,2025-01-11 03:21:07,On-time,0,Embraer 190,2025-01-11
FL0331,AeroFly,ATL,SFO,2024-12-09 04:50:32,2024-12-09 06:50:32,On-time,0,Boeing 737,2024-12-09
FL0332,GlobalWings,DEN,LAX,2025-02-19 18:32:08,2025-02-19 22:02:08,Cancelled,90,Embraer 190,2025-02-19
FL0333,GlobalWings,MIA,BOS,2025-02-22 06:19:43,2025-02-22 08:19:43,On-time,0,Airbus A350,2025-02-22
FL0334,SkyHigh,SFO,DEN,2025-05-08 00:21:42,2025-05-08 02:21:42,On-time,0,Boeing 737,2025-05-08
FL0335,AeroFly,LAX,DEN,2024-12-22 02:49:00,2024-12-22 04:49:00,On-time,0,Boeing 737,2024-12-22
FL0336,GlobalWings,DEN,ORD,2025-04-06 22:17:35,2025-04-07 00:17:35,On-time,0,Embraer 190,2025-04-06
FL0337,AeroFly,ORD,SEA,2025-03-25 21:22:24,2025-03-26 01:22:24,Cancelled,120,Airbus A350,2025-03-25
FL0338,JetZoom,ORD,LAX,2025-04-24 03:45:48,2025-04-24 06:00:48,Delayed,15,Airbus A350,2025-04-24
FL0339,SkyHigh,DFW,ATL,2025-04-14 08:38:36,2025-04-14 10:38:36,On-time,0,Airbus A320,2025-04-14
FL0340,SkyHigh,DEN,DFW,2025-01-09 10:48:43,2025-01-09 12:48:43,On-time,0,Embraer 190,2025-01-09
FL0341,CloudNine,DFW,JFK,2024-12-24 14:26:22,2024-12-24 16:41:22,Delayed,15,Airbus A320,2024-12-24
FL0342,AeroFly,DEN,JFK,2024-12-17 03:35:30,2024-12-17 06:05:30,Delayed,30,Boeing 777,2024-12-17
FL0343,AeroFly,LAX,DEN,2025-04-02 13:24:48,2025-04-02 15:24:48,On-time,0,Airbus A350,2025-04-02
FL0344,CloudNine,SFO,DEN,2024-11-30 23:18:48,2024-12-01 02:48:48,Cancelled,90,Airbus A350,2024-11-30
FL0345,CloudNine,DEN,MIA,2025-05-17 10:20:48,2025-05-17 12:20:48,On-time,0,Boeing 737,2025-05-17
FL0346,CloudNine,LAX,SFO,2025-01-20 00:43:58,2025-01-20 02:58:58,Delayed,15,Airbus A320,2025-01-20
FL0347,GlobalWings,DFW,DEN,2025-03-20 18:01:09,2025-03-20 20:01:09,On-time,0,Boeing 777,2025-03-20
FL0348,AeroFly,DFW,SEA,2025-02-26 20:56:41,2025-02-26 23:11:41,Delayed,15,Airbus A350,2025-02-26
FL0349,JetZoom,SEA,DEN,2025-01-27 23:50:54,2025-01-28 01:50:54,On-time,0,Boeing 777,2025-01-27
FL0350,GlobalWings,SFO,DFW,2025-03-11 08:03:31,2025-03-11 10:18:31,Delayed,15,Boeing 737,2025-03-11
FL0351,SkyHigh,SFO,DEN,2025-01-21 23:33:56,2025-01-22 01:33:56,On-time,0,Airbus A320,2025-01-21
FL0352,SkyHigh,ORD,SEA,2025-03-11 07:56:18,2025-03-11 09:56:18,On-time,0,Boeing 737,2025-03-11
FL0353,JetZoom,DEN,BOS,2025-05-14 13:35:25,2025-05-14 15:35:25,On-time,0,Embraer 190,2025-05-14
FL0354,SkyHigh,BOS,ORD,2024-12-29 04:22:39,2024-12-29 06:37:39,Delayed,15,Boeing 777,2024-12-29
FL0355,AeroFly,SEA,LAX,2024-12-10 00:28:19,2024-12-10 02:28:19,On-time,0,Embraer 190,2024-12-10
FL0356,AeroFly,SFO,DEN,2025-03-15 22:10:49,2025-03-16 00:25:49,Delayed,15,Airbus A320,2025-03-15
FL0357,SkyHigh,JFK,ORD,2025-01-14 22:45:58,2025-01-15 00:45:58,On-time,0,Airbus A350,2025-01-14
FL0358,GlobalWings,LAX,DFW,2025-04-15 16:32:41,2025-04-15 18:47:41,Delayed,15,Airbus A350,2025-04-15
FL0359,JetZoom,BOS,DFW,2025-05-06 05:19:22,2025-05-06 07:34:22,Delayed,15,Airbus A350,2025-05-06
FL0360,JetZoom,LAX,ORD,2025-01-24 21:48:18,2025-01-25 00:18:18,Delayed,30,Airbus A350,2025-01-24
FL0361,JetZoom,SEA,LAX,2025-05-01 23:55:54,2025-05-02 02:25:54,Delayed,30,Boeing 777,2025-05-01
FL0362,AeroFly,LAX,MIA,2025-01-29 14:25:44,2025-01-29 16:25:44,On-time,0,Boeing 777,2025-01-29
FL0363,JetZoom,ORD,DEN,2025-05-24 01:51:33,2025-05-24 03:51:33,On-time,0,Boeing 737,2025-05-24
FL0364,JetZoom,ORD,ATL,2025-04-11 01:53:25,2025-04-11 04:08:25,Delayed,15,Boeing 737,2025-04-11
FL0365,AeroFly,MIA,DEN,2025-03-23 05:34:40,2025-03-23 07:34:40,On-time,0,Embraer 190,2025-03-23
FL0366,JetZoom,BOS,LAX,2025-05-18 09:21:32,2025-05-18 11:21:32,On-time,0,Airbus A350,2025-05-18
FL0367,CloudNine,MIA,SFO,2025-03-18 03:12:56,2025-03-18 05:27:56,Delayed,15,Embraer 190,2025-03-18
FL0368,SkyHigh,ORD,DEN,2024-12-05 14:20:26,2024-12-05 16:35:26,Delayed,15,Airbus A350,2024-12-05
FL0369,CloudNine,MIA,DEN,2025-02-09 17:14:23,2025-02-09 19:14:23,On-time,0,Embraer 190,2025-02-09
FL0370,GlobalWings,ORD,BOS,2025-01-30 08:08:22,2025-01-30 10:08:22,On-time,0,Boeing 737,2025-01-30
FL0371,SkyHigh,MIA,ORD,2024-12-13 09:34:31,2024-12-13 11:34:31,On-time,0,Airbus A320,2024-12-13
FL0372,AeroFly,ATL,DEN,2025-05-07 15:53:43,2025-05-07 18:53:43,Delayed,60,Embraer 190,2025-05-07
FL0373,AeroFly,LAX,DFW,2025-02-13 15:15:11,2025-02-13 17:15:11,On-time,0,Embraer 190,2025-02-13
FL0374,AeroFly,ORD,DFW,2025-03-09 06:48:55,2025-03-09 09:03:55,Delayed,15,Boeing 737,2025-03-09
FL0375,GlobalWings,ORD,BOS,2025-04-20 13:22:48,2025-04-20 15:22:48,On-time,0,Embraer 190,2025-04-20
FL0376,GlobalWings,DEN,JFK,2025-02-14 04:23:57,2025-02-14 06:53:57,Delayed,30,Boeing 737,2025-02-14
FL0377,SkyHigh,JFK,DFW,2025-03-25 06:17:15,2025-03-25 08:32:15,Delayed,15,Embraer 190,2025-03-25
FL0378,CloudNine,BOS,JFK,2025-03-11 14:26:46,2025-03-11 16:26:46,On-time,0,Embraer 190,2025-03-11
FL0379,AeroFly,DFW,SEA,2024-12-01 14:54:17,2024-12-01 16:54:17,On-time,0,Airbus A350,2024-12-01
FL0380,AeroFly,SEA,LAX,2024-12-26 18:08:22,2024-12-26 20:23:22,Delayed,15,Airbus A320,2024-12-26
FL0381,CloudNine,SFO,SEA,2025-01-14 12:15:33,2025-01-14 14:15:33,On-time,0,Boeing 777,2025-01-14
FL0382,GlobalWings,ORD,DEN,2025-03-05 12:36:36,2025-03-05 15:06:36,Delayed,30,Boeing 777,2025-03-05
FL0383,AeroFly,SFO,ORD,2025-04-16 00:37:06,2025-04-16 02:52:06,Delayed,15,Embraer 190,2025-04-16
FL0384,GlobalWings,LAX,DEN,2025-02-19 01:20:42,2025-02-19 03:20:42,On-time,0,Boeing 737,2025-02-19
FL0385,AeroFly,SEA,ATL,2025-02-25 12:28:55,2025-02-25 14:28:55,On-time,0,Boeing 737,2025-02-25
FL0386,AeroFly,SFO,BOS,2025-05-20 14:42:48,2025-05-20 16:42:48,On-time,0,Airbus A320,2025-05-20
FL0387,AeroFly,BOS,DEN,2025-01-08 16:34:52,2025-01-08 18:34:52,On-time,0,Airbus A320,2025-01-08
FL0388,CloudNine,MIA,SEA,2024-12-02 21:57:08,2024-12-02 23:57:08,On-time,0,Boeing 777,2024-12-02
FL0389,CloudNine,JFK,LAX,2025-05-24 15:02:28,2025-05-24 18:02:28,Delayed,60,Embraer 190,2025-05-24
FL0390,CloudNine,ATL,BOS,2025-02-26 14:57:10,2025-02-26 16:57:10,On-time,0,Boeing 737,2025-02-26
FL0391,SkyHigh,DFW,SEA,2025-04-25 15:17:48,2025-04-25 17:17:48,On-time,0,Airbus A350,2025-04-25
FL0392,AeroFly,MIA,JFK,2025-04-12 07:30:03,2025-04-12 10:00:03,Delayed,30,Airbus A350,2025-04-12
FL0393,JetZoom,DFW,DEN,2025-03-14 22:23:57,2025-03-15 00:38:57,Delayed,15,Boeing 777,2025-03-14
FL0394,SkyHigh,SFO,JFK,2024-12-01 16:07:26,2024-12-01 18:07:26,On-time,0,Airbus A320,2024-12-01
FL0395,AeroFly,MIA,DFW,2025-01-03 20:05:38,2025-01-03 22:05:38,On-time,0,Embraer 190,2025-01-03
FL0396,CloudNine,MIA,DFW,2024-11-28 09:34:36,2024-11-28 12:04:36,Delayed,30,Embraer 190,2024-11-28
FL0397,GlobalWings,LAX,ORD,2025-03-01 08:21:56,2025-03-01 11:51:56,Cancelled,90,Airbus A350,2025-03-01
FL0398,AeroFly,DEN,MIA,2024-12-14 10:11:42,2024-12-14 13:11:42,Delayed,60,Airbus A320,2024-12-14
FL0399,JetZoom,BOS,MIA,2025-05-22 01:03:34,2025-05-22 03:03:34,On-time,0,Boeing 737,2025-05-22
FL0400,SkyHigh,JFK,ORD,2025-04-07 20:34:09,2025-04-07 22:49:09,Delayed,15,Airbus A350,2025-04-07
FL0401,GlobalWings,SEA,ORD,2025-05-18 20:28:13,2025-05-18 22:43:13,Delayed,15,Embraer 190,2025-05-18
FL0402,JetZoom,DEN,BOS,2024-12-01 20:29:37,2024-12-01 22:29:37,On-time,0,Embraer 190,2024-12-01
FL0403,AeroFly,BOS,DEN,2025-04-19 18:04:27,2025-04-19 20:04:27,On-time,0,Embraer 190,2025-04-19
FL0404,GlobalWings,SEA,DFW,2025-04-25 04:49:16,2025-04-25 06:49:16,On-time,0,Boeing 737,2025-04-25
FL0405,AeroFly,DEN,LAX,2025-01-06 17:01:15,2025-01-06 20:31:15,Cancelled,90,Embraer 190,2025-01-06
FL0406,AeroFly,JFK,SEA,2025-02-01 23:12:55,2025-02-02 01:12:55,On-time,0,Embraer 190,2025-02-01
FL0407,GlobalWings,ATL,JFK,2025-05-11 18:13:22,2025-05-11 20:13:22,On-time,0,Airbus A320,2025-05-11
FL0408,GlobalWings,BOS,SFO,2025-02-20 04:53:10,2025-02-20 06:53:10,On-time,0,Airbus A320,2025-02-20
FL0409,SkyHigh,BOS,LAX,2025-03-05 10:35:25,2025-03-05 12:35:25,On-time,0,Airbus A350,2025-03-05
FL0410,AeroFly,SFO,ORD,2025-01-11 10:42:58,2025-01-11 12:42:58,On-time,0,Airbus A320,2025-01-11
FL0411,CloudNine,MIA,SEA,2025-02-15 21:20:51,2025-02-15 23:50:51,Delayed,30,Boeing 737,2025-02-15
FL0412,JetZoom,MIA,ATL,2025-01-22 18:11:13,2025-01-22 20:11:13,On-time,0,Airbus A350,2025-01-22
FL0413,GlobalWings,SFO,DEN,2025-04-09 04:17:11,2025-04-09 07:47:11,Cancelled,90,Airbus A350,2025-04-09
FL0414,GlobalWings,DEN,MIA,2025-03-16 16:02:03,2025-03-16 18:02:03,On-time,0,Boeing 777,2025-03-16
FL0415,GlobalWings,SEA,ATL,2025-04-09 03:22:44,2025-04-09 06:52:44,Cancelled,90,Boeing 777,2025-04-09
FL0416,GlobalWings,DFW,ATL,2024-12-05 05:22:41,2024-12-05 08:22:41,Delayed,60,Boeing 777,2024-12-05
FL0417,AeroFly,ATL,SEA,2025-02-01 04:06:23,2025-02-01 06:06:23,On-time,0,Boeing 777,2025-02-01
FL0418,GlobalWings,DFW,BOS,2025-03-24 10:22:26,2025-03-24 12:22:26,On-time,0,Embraer 190,2025-03-24
FL0419,CloudNine,SFO,DEN,2025-01-10 02:08:35,2025-01-10 05:38:35,Cancelled,90,Airbus A320,2025-01-10
FL0420,AeroFly,JFK,DFW,2025-05-14 10:59:52,2025-05-14 14:29:52,Cancelled,90,Boeing 737,2025-05-14
FL0421,AeroFly,SEA,DFW,2025-03-30 12:13:14,2025-03-30 14:28:14,Delayed,15,Airbus A320,2025-03-30
FL0422,JetZoom,MIA,DFW,2024-12-21 09:09:59,2024-12-21 12:09:59,Delayed,60,Boeing 777,2024-12-21
